date,Dakar_yoff,Diourbel,Fatick,Kaffirine,Kaolak,Kedougou,Kolda,Louga,Matam,Stlouis,Tamba,Thies,Sediou,Ziguinchor
31/01/2014,0,0.57489365,0.34952235,0.28247702,0.22469126,0.002345503,0.0059743,1.1021918,0.0710853,1.2560643,0.019875582,0.66732544,0.052443404,0.043093305
28/02/2014,0,0,0.084434204,0.018322296,0.027999546,0,0.24551281,0.20227404,0.39844024,1.1917531,0.025255717,0.18502738,0.024387948,0
31/03/2014,0,6.22E-05,0,4.41E-05,0,0,0,0.001490612,0.012998465,0,0.031860474,0.007788792,0.04498373,0.07476443
30/04/2014,0,0,0,0,0,0,0,0,0,0.000125592,0,0,0,0
31/05/2014,1,0.03209856,0.19662409,0.45656776,0.70639807,102.0095,24.075487,0.068021625,0.5486188,0.07048327,44.58862,0.3810666,5.8599195,1.9891691
30/06/2014,86,8.602655,8.161259,17.972473,13.976314,101.91889,68.139,0,2.8306944,0.30487365,60.22721,0,82.74411,52.830124
31/07/2014,75,36.142227,33.85042,65.35264,46.23444,196.98436,123.86613,38.482254,66.18812,25.744188,94.18512,22.323195,106.68085,156.7174
31/08/2014,3,156.5684,177.053,164.79243,178.38991,316.79413,192.72823,89.76645,148.75615,60.52605,172.21544,123.24426,352.36047,633.31696
30/09/2014,0,141.81956,169.77092,129.47517,178.84698,297.57196,205.96994,88.5451,189.9733,46.176075,153.40663,110.76526,274.7314,505.75616
31/10/2014,0,23.936487,23.997261,46.084305,40.0107,109.144,98.71433,19.049023,5.769385,14.618623,81.35632,15.506101,86.08202,86.20813
30/11/2014,0,0,0.14583674,0.19089197,0,0,0.001127993,0.33676085,0.972402,0.2732818,0.96928513,0.36096594,0.22283985,1.1098399
31/12/2014,0,0.8252932,0.94723976,1.2593629,1.0229506,0.11115147,0.88548815,0.22644563,0.8141495,0.8585832,0.22024706,1.026216,1.1323055,0.7562509
31/01/2015,0,1.2344054,1.0982095,1.1800472,0.931093,0.006944054,0.04570395,1.6900748,0.18935981,1.7628922,0.061425023,1.3400064,0.09020412,0.10184296
28/02/2015,0,0.19527619,0.15672171,0.022305846,0.018830393,0,0,0.6682902,0,1.7041942,0.17662969,0.19355191,0,0
31/03/2015,0,0,0.000708696,0.000618561,0.000378989,0,0,0.023484917,0.02017422,0.019116037,0.013112637,0.000598108,0.30893338,0.008100627
